unnormalized actions: [0.024143665790557878, 0.79, 0.08999999999999997, 0.28, -0.174, -0.379, -0.11594125032424923, 0.08999999999999997, -0.28, 0.174]


actions : [0.5381209850311279, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0]
unnormalized actions: [0.20548597431182858, 0.79, 0.08999999999999997, 0.28, 0.174, -0.379, -0.48, 0.08999999999999997, 0.28, -0.174]


actions : [-0.5993875861167908, 1.0, -1.0, -1.0, 1.0, -0.6628158092498779, -1.0, 1.0, 1.0, 1.0]
unnormalized actions: [-0.2267672827243805, 0.79, -0.79, -0.28, 0.174, -0.2508700075149536, -0.48, 0.08999999999999997, 0.28, 0.174]


actions : [1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]
unnormalized actions: [0.381, -0.48, -0.79, -0.28, 0.174, 0.381, -0.48, 0.08999999999999997, 0.28, 0.174]


actions : [-1.0, 1.0, 1.0, 0.017412900924682617, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, 0.004875612258911144, -0.174, -0.379, 0.79, -0.79, 0.28, 0.174]


actions : [-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.6854615211486816, -1.0, -1.0]
unnormalized actions: [-0.379, 0.79, 0.08999999999999997, -0.28, 0.174, -0.379, 0.79, -0.048396930694580065, -0.28, -0.174]


actions : [-0.3040124773979187, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0.9452214241027832, -1.0, 1.0]
unnormalized actions: [-0.11452474141120911, 0.79, -0.79, 0.28, -0.174, 0.381, -0.48, 0.06589742660522457, -0.28, 0.174]


actions : [1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.5740773677825928, -1.0]
unnormalized actions: [0.381, -0.48, 0.08999999999999997, -0.28, 0.174, 0.381, -0.48, -0.79, 0.160741662979126, -0.174]


actions : [1.0, 1.0, 1.0, 0.26606523990631104, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0]
