LHipRoll;LHipPitch;LKneePitch;LAnklePitch;LAnkleRoll;RHipRoll;RHipPitch;RKneePitch;RAnklePitch;RAnkleRoll
-0.0205035;-0.364344;0.67432;-0.309425;0.0211448;-0.0210848;-0.374459;0.69271;-0.317716;0.0217004
-0.0205715;-0.36532;0.676245;-0.310369;0.0212183;-0.0211582;-0.375512;0.694774;-0.318725;0.0217776
-0.0206387;-0.366287;0.678151;-0.311304;0.0212914;-0.0212312;-0.376554;0.696819;-0.319724;0.0218544
-0.0207053;-0.367244;0.680037;-0.31223;0.0213637;-0.0213032;-0.377586;0.698844;-0.320713;0.0219307
-0.0207711;-0.368191;0.681906;-0.313147;0.0214355;-0.0213742;-0.378609;0.70085;-0.321693;0.0220056
-0.0208363;-0.369129;0.683755;-0.314055;0.0215066;-0.0214448;-0.379621;0.702837;-0.322665;0.0220804
-0.0209007;-0.370058;0.685587;-0.314954;0.021577;-0.0215149;-0.380624;0.704804;-0.323627;0.0221539
-0.0209646;-0.370977;0.6874;-0.315845;0.0216469;-0.021584;-0.381616;0.706753;-0.324579;0.0222273
-0.0210277;-0.371887;0.689195;-0.316727;0.0217161;-0.0216527;-0.3826;0.708684;-0.325523;0.0222998
-0.0210902;-0.372787;0.690972;-0.3176;0.0217847;-0.0217204;-0.383573;0.710596;-0.326458;0.0223713
-0.0211521;-0.373679;0.692732;-0.318465;0.0218527;-0.0217881;-0.384537;0.71249;-0.327384;0.0224423
-0.0212133;-0.374562;0.694475;-0.319321;0.02192;-0.0218544;-0.385492;0.714365;-0.328302;0.0225129
-0.0212739;-0.375436;0.6962;-0.320169;0.0219868;-0.0219207;-0.386438;0.716223;-0.329211;0.0225825
-0.0213338;-0.376301;0.697908;-0.32101;0.022053;-0.021986;-0.387374;0.718063;-0.330112;0.0226517
-0.0213932;-0.377157;0.699599;-0.321841;0.0221186;-0.0220509;-0.388302;0.719885;-0.331004;0.0227199
-0.0214519;-0.378005;0.701274;-0.322665;0.0221836;-0.0221152;-0.38922;0.72169;-0.331887;0.0227876
-0.0215101;-0.378844;0.702932;-0.323481;0.022248;-0.0221786;-0.390129;0.723478;-0.332762;0.0228548
-0.0215676;-0.379675;0.704573;-0.324289;0.0223118;-0.0222416;-0.39103;0.725249;-0.33363;0.0229211
-0.0216246;-0.380497;0.706199;-0.325089;0.0223751;-0.0223041;-0.391922;0.727002;-0.334488;0.0229869
-0.0216809;-0.381311;0.707808;-0.325881;0.0224378;-0.022366;-0.392806;0.728739;-0.335339;0.0230517
-0.0217367;-0.382118;0.709401;-0.326665;0.0224999;-0.0224271;-0.393681;0.73046;-0.336182;0.0231166
-0.0217919;-0.382916;0.710979;-0.327443;0.0225614;-0.0224876;-0.394547;0.732164;-0.337017;0.0231805
-0.0218466;-0.383706;0.712541;-0.328212;0.0226224;-0.0225477;-0.395406;0.733852;-0.337844;0.0232434
-0.0219007;-0.384489;0.714088;-0.328974;0.0226828;-0.0226073;-0.396256;0.735523;-0.338663;0.0233064
-0.0219542;-0.385263;0.715619;-0.329729;0.0227427;-0.022666;-0.397097;0.737179;-0.339475;0.0233684
-0.0220072;-0.38603;0.717136;-0.330476;0.022802;-0.0227246;-0.397931;0.738819;-0.340279;0.0234299
-0.0220597;-0.386789;0.718637;-0.331216;0.0228608;-0.0227823;-0.398757;0.740443;-0.341075;0.0234909
-0.0221116;-0.387541;0.720124;-0.331949;0.022919;-0.0228395;-0.399575;0.742052;-0.341864;0.023551
-0.022163;-0.388285;0.721596;-0.332675;0.0229767;-0.0228963;-0.400385;0.743645;-0.342645;0.0236106
-0.0222138;-0.389022;0.723053;-0.333393;0.0230338;-0.0229526;-0.401187;0.745224;-0.343419;0.0236697
-0.0222642;-0.389752;0.724497;-0.334105;0.0230904;-0.0230083;-0.401981;0.746787;-0.344186;0.0237284
-0.022314;-0.390474;0.725925;-0.33481;0.0231465;-0.0230632;-0.402768;0.748335;-0.344945;0.0237865
-0.0223633;-0.391189;0.72734;-0.335508;0.0232021;-0.023118;-0.403547;0.749868;-0.345697;0.0238438
-0.0224121;-0.391897;0.728741;-0.336199;0.0232571;-0.0231719;-0.404319;0.751387;-0.346443;0.023901
-0.0224604;-0.392598;0.730128;-0.336884;0.0233116;-0.0232258;-0.405083;0.752891;-0.347181;0.0239573
-0.0225083;-0.393292;0.731502;-0.337561;0.0233656;-0.0232787;-0.40584;0.75438;-0.347912;0.024013
-0.0225556;-0.393978;0.732861;-0.338233;0.0234191;-0.0233312;-0.406589;0.755856;-0.348636;0.0240679
-0.0226024;-0.394659;0.734208;-0.338897;0.0234721;-0.0233831;-0.407331;0.757317;-0.349353;0.0241227
-0.0226488;-0.395332;0.735541;-0.339556;0.0235245;-0.0234351;-0.408067;0.758765;-0.350064;0.0241771
-0.0226947;-0.395999;0.736861;-0.340208;0.0235765;-0.0234861;-0.408795;0.760198;-0.350768;0.0242305
-0.0227401;-0.396659;0.738168;-0.340853;0.0236279;-0.0235367;-0.409516;0.761618;-0.351465;0.0242839
-0.0227851;-0.397312;0.739462;-0.341492;0.0236789;-0.0235868;-0.41023;0.763024;-0.352156;0.0243363
-0.0228296;-0.397959;0.740744;-0.342125;0.0237293;-0.0236363;-0.410937;0.764417;-0.35284;0.0243883
-0.0228736;-0.3986;0.742013;-0.342752;0.0237793;-0.0236855;-0.411638;0.765797;-0.353518;0.0244398
-0.0229172;-0.399234;0.743269;-0.343373;0.0238288;-0.0237341;-0.412332;0.767163;-0.354188;0.0244908
-0.0229604;-0.399862;0.744513;-0.343987;0.0238777;-0.0237823;-0.413019;0.768516;-0.354853;0.0245414
-0.0230031;-0.400483;0.745745;-0.344596;0.0239262;-0.0238299;-0.413699;0.769856;-0.355512;0.0245914
-0.0230454;-0.401099;0.746965;-0.345199;0.0239742;-0.0238771;-0.414373;0.771184;-0.356164;0.024641
-0.0230873;-0.401708;0.748173;-0.345796;0.0240218;-0.0239239;-0.41504;0.772498;-0.356809;0.0246902
-0.0231287;-0.402312;0.749369;-0.346387;0.0240688;-0.0239701;-0.415701;0.7738;-0.357449;0.0247388
-0.0231697;-0.402909;0.750553;-0.346972;0.0241154;-0.0240164;-0.416356;0.77509;-0.358083;0.0247869
-0.0232103;-0.4035;0.751725;-0.347551;0.0241615;-0.0240617;-0.417004;0.776367;-0.35871;0.0248346
-0.0232505;-0.404086;0.752886;-0.348125;0.0242071;-0.024107;-0.417646;0.777632;-0.359332;0.0248818
-0.0232903;-0.404665;0.754036;-0.348694;0.0242522;-0.0241513;-0.418282;0.778885;-0.359948;0.0249286
-0.0233296;-0.405239;0.755174;-0.349257;0.0242969;-0.0241957;-0.418912;0.780126;-0.360557;0.0249748
-0.0233686;-0.405808;0.756301;-0.349813;0.0243412;-0.0242391;-0.419535;0.781355;-0.361161;0.0250206
-0.0234072;-0.40637;0.757417;-0.350366;0.0243849;-0.0242825;-0.420153;0.782572;-0.36176;0.0250659
-0.0234454;-0.406927;0.758522;-0.350912;0.0244282;-0.0243254;-0.420765;0.783777;-0.362352;0.0251107
-0.0234832;-0.407479;0.759616;-0.351453;0.0244711;-0.0243678;-0.42137;0.784971;-0.362938;0.0251555
-0.0235207;-0.408025;0.760699;-0.351989;0.0245135;-0.0244098;-0.42197;0.786154;-0.36352;0.0251994
-0.0235577;-0.408565;0.761772;-0.35252;0.0245555;-0.0244517;-0.422564;0.787325;-0.364095;0.0252428
-0.0235944;-0.4091;0.762834;-0.353045;0.024597;-0.0244927;-0.423153;0.788484;-0.364666;0.0252862
-0.0236307;-0.40963;0.763886;-0.353565;0.0246381;-0.0245337;-0.423735;0.789633;-0.36523;0.0253286
-0.0236667;-0.410155;0.764928;-0.35408;0.0246787;-0.0245743;-0.424312;0.790771;-0.365789;0.0253711
-0.0237023;-0.410674;0.765959;-0.35459;0.0247189;-0.0246143;-0.424884;0.791897;-0.366343;0.025413
-0.0237375;-0.411188;0.76698;-0.355095;0.0247587;-0.0246539;-0.425449;0.793013;-0.366891;0.0254545
-0.0237724;-0.411698;0.767991;-0.355595;0.0247981;-0.0246935;-0.42601;0.794118;-0.367435;0.0254955
-0.023807;-0.412202;0.768992;-0.356091;0.024837;-0.0247321;-0.426565;0.795213;-0.367972;0.0255361
-0.0238412;-0.412701;0.769983;-0.356581;0.0248755;-0.0247707;-0.427114;0.796297;-0.368505;0.0255761
-0.023875;-0.413195;0.770965;-0.357067;0.0249136;-0.0248089;-0.427659;0.79737;-0.369033;0.0256162
-0.0239085;-0.413684;0.771937;-0.357547;0.0249513;-0.0248466;-0.428198;0.798433;-0.369555;0.0256557
-0.0239417;-0.414168;0.772899;-0.358024;0.0249886;-0.0248842;-0.428732;0.799486;-0.370073;0.0256948
-0.0239746;-0.414648;0.773852;-0.358495;0.0250255;-0.0249209;-0.42926;0.800529;-0.370586;0.0257335
-0.0240071;-0.415123;0.774796;-0.358962;0.0250619;-0.0249577;-0.429784;0.801561;-0.371093;0.0257716
-0.0240393;-0.415593;0.77573;-0.359425;0.025098;-0.0249944;-0.430302;0.802584;-0.371596;0.0258093
-0.0240712;-0.416058;0.776655;-0.359882;0.0251337;-0.0250301;-0.430815;0.803597;-0.372094;0.025847
-0.0241027;-0.416519;0.777571;-0.360336;0.025169;-0.0250659;-0.431324;0.8046;-0.372587;0.0258842
-0.024134;-0.416975;0.778478;-0.360785;0.025204;-0.0251012;-0.431827;0.805593;-0.373075;0.0259209
-0.0241649;-0.417427;0.779376;-0.361229;0.0252385;-0.025136;-0.432326;0.806577;-0.373559;0.0259571
-0.0241956;-0.417874;0.780265;-0.361669;0.0252727;-0.0251708;-0.43282;0.807551;-0.374038;0.0259929
-0.0242259;-0.418317;0.781145;-0.362105;0.0253065;-0.0252047;-0.433309;0.808516;-0.374512;0.0260286
-0.0242559;-0.418755;0.782017;-0.362537;0.0253399;-0.025239;-0.433793;0.809472;-0.374982;0.0260639
